score,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO
90,2,4,4,5,2,1,3,2,4,5,4,4,4,5,4,3,4,2,3,3,4,3,4,4.0,2,3,2,4,3,3,2,3,3,4,4,2,3,3,3,3,3,3,2,4,2,4,3,3,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,3,4.0,3,5,4,4.0,4,5,4,4.0,4,4,4.0,5,4,4.0,4.0,5.0,4.0,5.0,3,4,3,4.0,4,4.0,4,4.0,3.0,4.0,3.0,3,4,3,3,3,4,5,4,4,4.0,4,3,4,2,4,5,4,3,4,4,0,206,17,0,0,0,25,0,51,0,0,14,0,0,0,0,2328,1,68,0,43,1528,0,0,0,0
97,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,2,3,2,3,3,3,3,4,1,3,2,3,4,4,3,2,3,2,2,2,3,3,3,3,3,3,4,4,2,2,3,2,4,3,3,2,2,2,2,2,3,4,3,3,1,1,3,3,2,2,2,2,4.0,4,3,3,4.0,4,4,3,4.0,4,3,3.0,3,3,2.0,4.0,4.0,4.0,4.0,3,4,4,3.0,3,4.0,4,3.0,4.0,4.0,3.0,3,3,4,2,4,4,4,3,3,4.0,4,4,4,2,4,4,4,4,4,4,0,278,15,0,0,0,45,0,84,0,0,14,1,0,0,0,3039,0,102,0,194,1039,0,0,0,0
85,4,5,4,4,5,5,4,1,4,5,5,5,5,5,4,2,4,1,3,2,4,2,3,4.0,3,4,3,2,2,4,5,4,4,4,4,2,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,4,3,4,4,4,4.0,4,4,5,4.0,3,5,5,4.0,5,4,4.0,4,5,3.0,4.0,4.0,5.0,4.0,4,3,4,5.0,3,4.0,5,4.0,2.0,5.0,5.0,3,5,5,4,2,4,5,4,4,4.0,5,4,5,2,4,5,5,3,2,4,59,487,83,0,0,108,75,0,89,0,56,37,0,0,0,0,2754,0,142,0,93,755,0,0,0,0
90,4,4,5,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4.0,3,3,3,4,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,1,4,3,4,2,3,3,3,3,3,3,2,3,3,1,1,2,3,2,2,1,1,3,1,2,2,1,1,4.0,4,5,4,4.0,5,3,3,4.0,3,3,4.0,2,4,2.0,3.0,3.0,2.0,4.0,2,3,3,4.0,2,2.0,4,3.0,4.0,4.0,3.0,3,3,3,3,2,3,5,5,4,4.0,4,3,4,2,3,4,4,3,4,3,55,83,15,1,0,43,2,0,50,0,5,13,1,2,0,1,2432,1,103,0,32,1372,0,0,0,1
88,4,3,3,3,4,2,2,2,4,4,4,5,3,4,4,3,4,3,4,3,2,2,3,4.0,3,4,3,4,4,2,2,3,3,3,2,3,3,2,3,4,3,3,3,4,2,2,3,3,3,4,4,2,3,3,3,4,3,4,3,3,4,4,4,2,3,3,3,3,5,2,2,1,3,4,3,3,4,4,4,3.0,3,4,4,3.0,4,4,3,3.0,4,4,4.0,3,4,2.0,2.0,3.0,2.0,2.0,3,4,4,4.0,4,3.0,4,2.0,4.0,4.0,4.0,3,4,4,2,3,4,5,3,4,4.0,4,3,4,3,4,4,4,2,4,2,0,169,17,121,0,0,21,0,68,1,0,4,0,1,0,3,2909,2,136,0,112,1110,0,0,0,0
89,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4.0,3,4,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,2,2,3,3,3,3,3,3,4.0,4,5,5,4.0,4,4,5,5.0,4,4,4.0,3,4,3.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,5,5,3,4,4,5,4,3,4.0,4,3,5,3,4,5,5,3,4,3,21,350,35,0,0,39,19,0,35,0,4,44,1,0,0,0,1598,0,87,0,50,521,0,0,0,0
99,4,4,4,4,4,3,5,3,3,3,4,4,4,4,4,5,4,5,5,5,5,5,5,5.0,5,5,1,4,1,1,1,3,3,3,3,1,2,2,2,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,3,4,2,1,3,1,1,3,5,1,2,1,2,2,1,2,2,4,4,3.0,3,3,3,4.0,3,4,2,3.0,4,2,2.0,2,1,4.0,4.0,3.0,3.0,4.0,4,4,4,4.0,2,4.0,4,5.0,3.0,4.0,3.0,3,4,3,4,4,5,5,3,3,5.0,4,5,4,1,3,3,2,2,1,1,0,0,16,0,0,0,38,0,77,0,0,0,0,0,0,0,2000,0,90,0,108,536,0,0,0,0
99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,2.0,4.0,4.0,4.0,4,4,4,2,4,4,4,2,2,2.0,4,2,4,2,4,4,4,4,4,2,0,0,7,0,0,0,2,0,8,0,0,0,0,0,0,1,699,0,27,0,5,362,0,0,0,0
88,4,4,3,3,4,4,4,3,5,4,3,5,4,5,4,3,4,3,3,3,3,3,3,4.0,3,3,3,4,4,3,3,4,4,4,4,4,4,3,3,2,3,3,2,4,2,3,4,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,2,1,2,3,4.0,3,4,4,4.0,4,4,4,4.0,4,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,4,3,4,3.0,4,4.0,3,3.0,4.0,4.0,4.0,4,3,4,4,3,3,5,4,3,4.0,4,4,4,3,4,4,4,3,2,4,0,279,18,1,0,0,43,0,84,0,0,14,0,0,0,0,6413,0,224,0,43,2311,0,0,0,0
86,4,4,4,4,0,3,5,3,4,4,4,5,3,4,4,4,5,4,4,4,4,3,4,4.0,4,4,2,3,3,0,3,3,3,3,3,1,3,3,2,4,4,4,4,4,2,3,3,4,4,4,4,3,4,2,4,3,2,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,2,3,2,3,2,3,3,4.0,4,3,3,4.0,4,4,4,4.0,4,3,3.0,3,4,3.0,4.0,4.0,4.0,3.0,3,4,4,4.0,3,4.0,3,4.0,3.0,,4.0,3,4,4,3,3,3,4,4,4,4.0,3,4,4,2,4,4,4,4,2,2,0,247,31,0,0,0,10,0,39,1,0,6,0,0,0,0,2130,0,109,0,76,979,0,0,0,0
80,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,3,5,4,4,3,4,4,3,3.0,3,4,4,4,4,5,4,3,3,3,3,3,3,2,3,3,2,3,2,4,4,3,3,2,4,4,4,2,4,3,4,1,2,4,4,4,4,4,3,3,3,3,2,3,4,4,3,1,2,3,2,2,3,2,4,4.0,4,4,4,4.0,3,4,3,4.0,4,4,4.0,3,4,3.0,3.0,5.0,4.0,3.0,3,3,4,4.0,3,4.0,4,2.0,4.0,4.0,4.0,4,4,4,2,3,4,5,4,3,5.0,5,4,5,2,4,5,5,4,5,5,1,428,33,0,0,0,86,0,104,0,1,10,0,0,0,0,3829,0,147,0,17,1631,0,29,8,0
92,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5.0,5,5,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,3,2,2,2,2,2,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,4,4,4,5,4,4,4.0,4,4,4,2,4,4,5,5,5,5,1,190,15,1,0,0,16,1,100,0,1,1,0,3,0,0,3757,1,131,0,13,1403,0,36,9,1
88,3,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3.0,3,3,2,4,3,3,2,3,2,2,3,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,3,4.0,3,4,4,3.0,4,4,4,3.0,4,3,4.0,3,4,4.0,3.0,4.0,4.0,4.0,3,3,3,4.0,3,4.0,4,3.0,4.0,4.0,4.0,3,4,4,3,2,4,4,4,4,4.0,4,4,3,3,3,4,4,3,4,4,6,89,13,0,0,15,18,0,57,0,3,19,0,2,0,12,2009,0,83,0,60,1037,0,0,0,0
75,3,4,5,5,5,5,3,3,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3.0,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,3,3.0,4.0,4.0,4.0,4,4,4,2,4,4,4,3,3,3.0,4,3,4,3,4,4,4,3,3,4,0,0,6,0,0,0,0,0,78,0,0,0,0,0,0,0,2927,0,149,0,37,1020,0,0,0,0
75,3,4,5,5,5,5,3,3,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3.0,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,5.0,5,5,5,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,5,5,3,3,3,4,3,2,2.0,4,2,4,1,2,3,5,5,5,4,0,0,6,0,0,0,0,0,78,0,0,0,0,0,0,0,2927,0,149,0,37,1020,0,0,0,0
96,4,5,5,4,4,3,4,3,4,4,4,4,4,4,5,5,5,3,4,5,5,5,5,5.0,5,5,4,1,4,1,1,4,3,4,4,1,4,4,4,3,3,4,2,4,2,4,1,4,4,2,2,3,4,3,4,2,2,4,3,1,3,3,2,2,3,1,4,3,4,2,3,1,3,3,2,1,2,3,4,4.0,4,4,4,3.0,3,5,5,3.0,4,3,4.0,4,4,2.0,4.0,4.0,5.0,5.0,4,4,3,5.0,5,4.0,1,2.0,4.0,3.0,5.0,2,5,3,2,5,2,4,2,1,2.0,2,4,3,4,3,2,5,2,4,3,2,56,14,3,0,0,2,0,33,0,2,1,3,1,0,0,1209,1,45,0,9,586,0,0,0,0
92,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4.0,4,4,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,3,4,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,2.0,4.0,4.0,4.0,4,4,4,2,4,4,4,2,2,2.0,3,3,4,4,4,4,4,4,4,4,2,256,10,0,0,0,6,0,87,0,2,18,0,1,0,0,4439,0,143,0,16,2041,0,0,0,0
86,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4.0,3,4,3,4,3,2,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,1,1,3,2,3,2,3,2,3.0,3,4,4,4.0,3,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,3,3,2.0,2,3.0,4,2.0,4.0,3.0,4.0,3,4,4,2,4,4,4,2,2,2.0,3,3,3,3,4,4,4,4,4,4,0,332,25,0,0,0,44,0,129,0,0,2,0,0,0,0,2841,0,182,0,206,1070,0,0,0,0
79,2,2,4,3,4,3,2,3,4,4,3,4,2,4,4,4,3,3,2,2,4,2,3,3.0,2,2,4,4,3,4,4,3,2,4,3,3,2,2,1,3,3,2,2,4,1,2,4,4,2,3,3,2,4,4,4,2,3,4,2,2,3,3,2,2,2,2,2,3,2,3,2,1,2,4,2,2,3,2,4,4.0,4,4,4,4.0,4,4,4,4.0,4,5,4.0,5,5,3.0,3.0,4.0,5.0,4.0,4,3,4,3.0,5,2.0,3,2.0,3.0,4.0,3.0,4,5,3,4,5,3,4,3,2,3.0,5,3,3,3,4,2,4,5,5,5,8,99,17,0,0,0,10,0,130,3,2,15,0,2,0,0,5047,3,202,0,161,1948,0,0,0,0
55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4,4,4,3,3,3,3,2,3,2,3,3,3,2,2,4,2,3,3,3,3,3,2,3,4,4,4,4,2,3,2,3,4,4,2,3,3,3,3,3,5,4,2,1,3,4,2,4,4,4,4,4.0,4,4,4,4.0,3,4,3,4.0,3,5,4.0,3,5,3.0,3.0,4.0,4.0,3.0,3,4,5,4.0,4,4.0,4,3.0,3.0,5.0,4.0,4,4,4,3,2,4,4,2,2,2.0,4,2,4,2,2,2,4,5,5,4,0,154,9,0,0,0,7,0,45,0,0,6,0,0,0,0,1937,0,81,0,57,810,0,1,0,0
88,3,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,3.0,3,3,3,3,3,3,3,2,2,2,3,1,3,2,3,3,3,2,3,3,1,3,3,2,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2,3,1,1,3,2,1,1,3,3,2.0,2,4,3,3.0,4,4,3,4.0,4,3,4.0,2,3,3.0,3.0,4.0,4.0,4.0,3,4,4,4.0,2,4.0,4,2.0,4.0,4.0,3.0,3,3,3,3,4,3,4,3,3,3.0,4,4,4,3,3,3,4,4,4,3,1,126,4,0,0,0,3,0,51,0,1,2,0,15,0,0,2047,7,68,0,6,889,0,0,0,0
90,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,3,4,4,2,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,2,3,3,2,3,3,4,4,4,4,4,4,3,4,3,4,3,3,2,2,3,2,3,3,2,3,5.0,5,5,5,5.0,5,5,4,5.0,5,4,5.0,5,5,3.0,5.0,5.0,5.0,5.0,1,4,4,4.0,5,4.0,4,2.0,4.0,4.0,5.0,4,5,5,2,4,4,5,1,1,1.0,5,1,5,3,3,3,4,4,4,3,3,67,1,0,0,0,2,0,61,0,3,1,0,6,0,0,3230,0,113,0,11,1181,0,0,0,0
97,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5.0,5,5,1,2,1,1,3,2,2,1,2,2,2,1,3,4,4,2,3,4,2,4,3,2,1,1,4,3,4,2,3,4,3,4,2,4,2,3,3,1,1,3,3,2,2,1,3,1,2,1,2,3,1,2,4,5.0,4,5,5,5.0,4,5,4,5.0,4,4,5.0,3,5,3.0,5.0,5.0,5.0,4.0,3,3,4,3.0,4,3.0,5,3.0,4.0,5.0,3.0,4,4,5,2,4,4,4,2,3,2.0,3,2,3,5,3,3,2,4,4,5,1,42,14,0,0,0,11,0,32,0,1,2,0,0,0,0,1726,0,61,0,0,854,0,0,0,0
87,5,5,5,5,5,3,5,4,5,5,5,4,5,5,5,3,4,4,5,5,5,5,5,4.0,4,5,3,4,2,1,4,4,3,4,3,2,2,3,4,4,4,3,3,4,3,2,4,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,5,3,4,1,2,4,4,2,4,4,4,4.0,4,4,4,4.0,4,5,5,5.0,4,5,5.0,4,5,5.0,5.0,4.0,5.0,5.0,2,5,5,5.0,5,5.0,5,5.0,5.0,5.0,5.0,5,5,5,5,5,4,5,3,3,3.0,5,3,5,4,4,3,5,4,5,5,3,271,33,0,0,0,31,0,59,0,3,39,4,0,0,0,3030,0,109,0,34,1421,0,0,0,0
95,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,5,5,1,5,4,4,4,4,3,3,2,3,2,3,3,1,2,3,1,3,2,3,3,3,3,4,1,2,3,3,3,2,2,2,3,2,2,2,4,1,2,4,4,3,4,3,4,2,3,2,1,1,2,2,2,5.0,5,5,4,4.0,4,4,5,5.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,5,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,3,4,4,5,3,2,3.0,5,2,5,5,5,5,5,5,5,5,5,205,27,0,0,2,65,0,125,0,4,79,0,1,0,23,6191,2,238,0,2,2638,0,0,0,0
96,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4.0,4,4,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2,3.0,3,3,4,3.0,3,4,4,4.0,3,5,4.0,3,4,3.0,4.0,3.0,4.0,3.0,3,4,4,4.0,4,3.0,3,2.0,3.0,4.0,3.0,3,4,4,2,3,4,4,2,2,2.0,4,2,4,2,4,4,4,4,4,4,0,380,28,2,0,0,94,0,80,0,0,36,4,1,0,73,3810,0,143,0,171,2067,0,0,0,0
96,4,4,4,1,5,5,5,4,5,5,4,4,4,4,4,1,5,2,5,4,5,4,4,4.0,4,4,2,1,2,2,3,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,2,3,4,2,1,1,3,3,3,2,2,3,4,3,3,3,2,4,2,3,2,3,4,2,2,4,2,2,1,3,4,1,3,3.0,4,4,4,5.0,5,5,4,4.0,5,4,4.0,5,4,5.0,4.0,4.0,3.0,4.0,2,5,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,5,4,2,2,4,4,1,2,2.0,5,3,4,5,5,5,5,5,5,4,5,168,21,0,0,0,12,0,51,0,0,18,1,0,0,0,3264,0,110,0,8,1599,0,0,0,0
79,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2,4,4.0,4,4,2,2,2,2,4,3,2,4,4,4,4,3,4,3,4,4,3,4,2,2,4,4,4,4,3,2,4,4,4,4,4,3,3,4,3,4,3,2,3,3,4,4,4,4,4,1,4,3,2,2,2,3,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,4,2,4,4,5,2,2,2.0,4,2,4,3,4,4,4,4,4,4,10,205,35,0,0,1,82,0,42,0,5,34,20,0,0,0,2127,2,78,0,33,1204,0,0,0,0
97,5,5,5,3,5,5,5,3,5,5,4,5,4,4,5,5,5,5,4,4,5,4,4,4.0,4,4,2,3,4,4,4,4,4,3,4,2,3,2,2,4,4,4,2,3,2,2,4,3,4,3,2,2,3,3,3,1,3,3,3,3,3,4,2,3,3,2,2,2,3,2,4,2,2,4,3,2,4,3,4,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,1,5,5,5.0,5,5.0,5,2.0,5.0,5.0,5.0,5,5,5,4,5,5,5,1,1,1.0,5,1,5,4,4,4,3,5,5,5,6,580,271,0,0,2,73,0,104,0,0,47,11,0,0,0,6182,0,250,0,130,3218,0,1,0,0
97,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5.0,4,5,2,2,5,4,5,4,3,3,4,4,4,2,3,4,4,3,3,4,1,1,3,3,3,3,3,3,4,4,3,4,2,4,2,4,4,4,4,4,4,3,4,1,2,4,3,1,1,4,4,3,3,1,4,4.0,4,4,4,5.0,5,5,3,4.0,5,4,5.0,5,4,4.0,5.0,4.0,5.0,5.0,2,4,4,4.0,3,5.0,5,2.0,3.0,4.0,4.0,4,4,4,3,2,5,4,3,2,2.0,3,3,3,4,4,4,5,4,4,4,6,320,16,3,0,2,13,0,75,0,3,59,0,0,0,0,2820,0,117,0,26,1219,0,0,0,1
85,4,5,4,4,5,3,3,3,4,4,4,4,4,5,5,4,4,3,5,4,4,4,4,4.0,4,4,1,2,1,1,1,3,3,4,3,2,3,3,3,2,3,4,3,3,3,3,4,4,3,2,4,3,4,4,4,4,3,4,2,2,3,3,2,2,2,2,2,3,4,3,3,1,1,3,2,2,2,2,3,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,3,4,3,4.0,4,3.0,3,2.0,4.0,5.0,4.0,4,4,4,3,4,4,4,2,2,2.0,4,3,4,4,4,4,4,4,4,4,7,589,27,0,0,1,84,0,117,0,1,110,0,0,0,0,4594,0,156,0,242,1807,0,0,0,0
97,3,4,4,1,5,5,5,5,5,5,5,5,4,5,3,3,3,2,5,5,5,5,5,5.0,5,4,1,3,5,4,4,3,2,2,2,1,4,3,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,3,2,3,2,4,4,4,4,3,3,4,3,4,3,3,5,4,4,1,3,3,4,2,4,4,4,4.0,3,4,3,5.0,4,4,2,4.0,4,3,4.0,4,3,5.0,5.0,4.0,5.0,5.0,4,4,3,4.0,3,4.0,2,2.0,4.0,4.0,4.0,4,4,4,2,4,4,3,3,3,2.0,2,2,2,4,4,5,3,4,4,5,0,37,12,0,0,0,45,0,124,0,0,3,0,0,0,0,3617,2,162,0,155,1574,0,14,2,0
95,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,4,5,5.0,5,5,4,4,4,2,2,3,3,3,3,2,2,3,2,2,3,1,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,4.0,4,4,2,3.0,4,5,1,4.0,5,2,3.0,3,2,4.0,4.0,4.0,4.0,4.0,2,3,5,4.0,4,5.0,4,2.0,4.0,4.0,4.0,3,4,4,4,4,4,5,2,3,2.0,4,2,4,3,3,4,4,3,4,4,0,11,8,0,0,0,22,0,104,0,0,6,0,0,0,4,2826,0,135,0,144,1508,0,0,0,0
91,3,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,4,4,4,4,5,4,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,4,2,2,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,2,3,3,2,3,2,3,5.0,5,5,5,4.0,4,4,4,5.0,3,5,5.0,3,4,3.0,4.0,4.0,3.0,3.0,3,4,4,4.0,4,3.0,4,3.0,4.0,4.0,5.0,3,5,3,3,4,4,4,2,1,3.0,4,3,4,4,5,4,5,4,3,4,0,207,28,15,0,0,16,0,92,0,0,18,3,3,0,2,3491,0,159,0,68,1387,0,0,0,2
96,4,4,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,4,4,3,5,3,3,3.0,3,4,3,3,4,3,5,3,3,2,2,1,2,2,2,1,1,1,1,3,2,2,4,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,1,2,4,4,3,3,2,3,5.0,5,5,5,4.0,3,3,4,4.0,4,5,4.0,4,5,3.0,3.0,3.0,3.0,3.0,4,4,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,5,5,3,5,3,5,4,3,2.0,4,2,4,5,5,5,3,5,5,5,0,259,53,0,0,0,48,0,85,0,0,32,3,0,0,0,2601,3,133,0,61,1034,0,1,1,0
91,4,4,4,4,5,4,4,3,5,4,3,4,3,5,4,3,4,4,3,3,3,3,3,3.0,3,3,3,3,3,3,2,4,2,4,4,3,2,2,4,3,4,2,2,3,2,2,3,4,3,3,4,2,4,3,3,1,2,3,1,3,3,3,2,2,2,2,2,1,3,3,2,1,2,3,1,1,2,1,3,4.0,4,4,4,5.0,4,4,4,5.0,4,5,5.0,3,4,4.0,4.0,4.0,3.0,4.0,5,4,4,4.0,4,3.0,3,3.0,3.0,4.0,4.0,4,4,4,3,4,3,3,4,4,3.0,4,3,3,5,5,4,3,4,4,4,0,120,22,0,0,0,7,0,57,0,0,12,1,2,0,0,3909,2,140,0,4,1870,0,0,0,0
91,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5.0,5,5,4,4,5,3,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,4,4,3,2,3,3,4.0,4,4,4,5.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,3,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,5,2,3,4,4,2,2,2.0,3,2,3,3,4,4,4,4,4,4,0,96,12,0,0,0,1,0,124,0,0,2,1,2,0,0,3644,0,176,0,37,1103,0,0,0,0
