score,class,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AssertionError,AttributeError,AxisError,ConversionError,DataError,EmptyDataError,Exception,FileNotFoundError,HTTPError,ImportError,IndentationError,IndexError,IndexingError,InvalidURL,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,OSError,OverflowError,ParserError,RecursionError,RuntimeError,SelectorSyntaxError,SpecificationError,StopIteration,SyntaxError,TabError,TclError,TypeError,UFuncTypeError,UnboundLocalError,UndefinedVariableError,ValueError,WebDriverException,XLRDError,ZeroDivisionError,codeLength,Viscode-login_times,Viscode-execute_times,Viscode-open_file_times,Viscode-success_run,Viscode-failed_run,Viscode-error_types,Viscode-spent_time
84,c,5.0,5,5.0,4,4.0,4.0,5,5,5,5.0,5,5.0,5.0,5,5,5,5.0,5,4,4,5,4,4,4.0,4.0,5.0,2,1,2,1.0,4,5,5,4,5,2,5,3,5,4,3,5,4,5,4,2,5,5,5,5,2,4,3,5,3,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,5,2,4,2,5,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,4.0,5.0,5.0,4.0,5.0,2,4,5,4.0,4,3.0,4,1.0,5.0,5.0,5.0,5,5,5,3,4,4,5,1,1,1.0,5,1,5,4,5,5,5,3,5,5,0,849,66,14,0,0,102,1,132,1,0,84,5,6,0,12,4213,1,334,0,108,1361,0,1,0,11,432,1875,891,5321,140,81,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,5.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,28.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,14843.0,221,3419,140.0,3101,318.0,10.0,12120.486404
87,c,4.0,4,5.0,2,5.0,5.0,5,4,5,5.0,5,5.0,4.0,5,3,2,3.0,2,2,2,3,2,2,2.0,2.0,2.0,2,5,5,3.0,5,4,5,2,2,4,2,3,3,4,1,1,2,1,3,1,1,3,4,3,3,4,1,2,2,1,1,1,1,2,1,3,3,1,1,1,3,2,3,3,3,1,1,4,2,1,1,1,1,4.0,4,3,3,2.0,4,4,5,4.0,4,3,5.0,3,3,2.0,3.0,4.0,4.0,2.0,5,2,4,4.0,4,2.0,3,3.0,4.0,5.0,5.0,2,2,3,3,1,4,2,2,2,3.0,4,2,2,3,5,3,5,2,5,5,0,46,4,1,0,0,6,0,148,0,0,11,0,0,0,0,2120,0,181,0,11,614,0,0,0,0,218,404,349,1903,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2683.0,96,1067,48.0,1023,44.0,4.0,2020.205563
86,c,5.0,5,5.0,5,5.0,4.0,5,4,4,5.0,4,5.0,5.0,5,5,4,5.0,4,5,5,4,4,5,5.0,4.0,5.0,5,4,4,3.0,3,5,5,4,5,4,4,5,4,5,4,4,4,4,4,5,4,5,4,5,5,4,4,5,4,3,4,4,5,5,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5.0,5,5,4,4.0,5,4,5,5.0,5,5,4.0,5,4,5.0,5.0,4.0,5.0,4.0,5,5,4,4.0,5,4.0,5,4.0,5.0,4.0,5.0,4,5,4,5,4,5,5,4,5,2.0,5,2,5,5,5,5,5,3,4,4,1,21,3,0,0,0,1,0,132,0,1,0,1,1,0,0,1959,0,180,0,61,682,0,0,0,0,181,446,172,1761,40,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2564.0,61,860,40.0,772,88.0,7.0,2726.833027
69,c,4.0,4,4.0,4,3.0,5.0,4,4,5,4.0,4,4.0,4.0,5,5,4,5.0,4,4,4,5,3,3,4.0,4.0,4.0,3,4,3,3.0,3,4,3,2,2,4,2,3,3,3,3,3,4,3,3,2,4,3,4,3,3,2,3,4,3,3,2,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,4,4,4,3,2,2,2,4.0,4,4,4,5.0,4,5,5,4.0,5,3,4.0,5,4,4.0,5.0,4.0,4.0,5.0,3,3,4,4.0,3,4.0,4,2.0,4.0,4.0,3.0,3,4,3,3,4,4,4,4,3,2.0,4,2,4,3,5,3,4,3,5,5,0,166,29,0,0,0,13,0,318,0,0,15,1,0,0,0,3938,0,356,0,41,1548,0,0,0,0,203,507,231,2406,70,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1878.0,99,1040,70.0,985,55.0,5.0,2311.093937
72,c,5.0,5,5.0,5,2.0,2.0,4,2,3,4.0,4,4.0,3.0,5,5,3,3.0,3,3,5,5,5,3,4.0,5.0,4.0,1,3,1,1.0,1,4,4,2,2,3,2,2,2,3,2,3,3,4,3,3,5,4,4,3,3,2,4,4,3,3,2,3,3,3,3,4,3,3,2,3,4,4,4,3,2,1,1,4,4,4,3,1,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,4,2,4,4,4,2,2,2.0,4,2,4,4,4,4,4,2,4,4,1,543,33,2,0,0,21,0,237,0,1,91,6,1,0,0,3687,0,304,0,22,1541,0,0,0,0,137,456,116,2519,67,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2146.0,96,805,67.0,709,96.0,7.0,2146.018365
90,c,3.0,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,0,123,20,0,0,0,19,0,164,0,0,0,1,0,0,0,2186,0,217,0,2,724,0,0,0,0,279,841,446,1534,120,53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,14.0,0.0,27.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4846.0,173,1739,120.0,1463,276.0,9.0,5948.376366
71,c,3.0,3,4.0,4,5.0,5.0,4,2,3,5.0,3,4.0,3.0,4,4,3,4.0,4,3,4,4,4,3,3.0,3.0,3.0,4,3,5,4.0,3,3,3,2,4,5,2,3,3,3,4,4,5,5,3,4,4,2,2,5,3,1,5,5,4,2,4,4,3,4,3,5,4,4,3,3,5,1,4,5,5,1,4,5,5,1,5,1,1,3.0,3,4,4,4.0,4,4,4,3.0,4,4,3.0,4,3,5.0,4.0,4.0,4.0,4.0,4,3,3,5.0,3,5.0,3,3.0,4.0,5.0,4.0,3,3,4,3,4,3,4,4,3,3.0,3,3,3,3,3,3,3,3,3,3,3,201,17,0,0,0,11,0,192,0,3,17,1,1,0,0,3935,3,339,0,34,1394,0,0,0,0,408,543,359,1353,76,44,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.0,120,1430,76.0,1290,140.0,7.0,3440.859694
73,c,2.0,2,4.0,4,4.0,2.0,4,3,3,5.0,3,3.0,3.0,5,3,4,3.0,3,2,2,3,2,2,2.0,1.0,2.0,5,5,5,5.0,5,2,3,1,1,4,2,3,2,3,1,1,1,5,1,1,2,3,2,4,1,4,4,4,4,1,4,3,4,3,1,4,3,5,1,3,4,1,4,2,5,1,4,4,4,1,5,5,1,5.0,5,4,3,5.0,3,5,3,3.0,1,3,3.0,3,3,1.0,4.0,5.0,3.0,4.0,1,1,4,4.0,2,4.0,1,5.0,5.0,5.0,4.0,3,4,3,5,2,4,4,2,2,4.0,5,4,5,1,1,4,4,1,4,5,9,309,19,0,0,4,26,0,184,0,8,33,0,5,0,6,3273,3,247,0,9,1264,0,0,0,0,993,1165,390,2783,180,60,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,240,2788,180.0,2488,300.0,6.0,4481.090021
56,c,3.0,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,3,3,3,3.0,3,4,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,2,1,2,1,3,3,1,3,2,3,2,2,2,4,3,4,4,2,3,5,5,1,5,5,2,3.0,3,4,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,4,188,28,8,0,4,25,0,38,0,2,50,6,0,0,15,1413,0,138,0,40,788,0,0,0,0,69,545,150,1119,41,24,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,65,829,41.0,701,128.0,7.0,3990.302228
77,d,4.0,4,4.0,4,4.0,4.0,4,4,4,5.0,5,5.0,5.0,5,4,3,4.0,4,3,3,4,3,4,4.0,4.0,4.0,2,4,2,4.0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,2,4,4,4,4,4.0,4,4,4,4.0,3,3,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,3.0,2.0,4,4,4,4.0,4,4.0,4,4.0,4.0,4.0,3.0,4,4,4,4,4,4,5,4,4,4.0,4,4,4,2,4,4,4,4,3,4,1,92,10,0,0,0,7,0,97,0,1,9,0,0,0,0,3596,0,140,0,6,1235,0,0,0,0,205,725,377,1534,84,44,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3912.0,128,1435,84.0,1309,126.0,8.0,3399.001572
92,d,3.0,3,5.0,2,5.0,5.0,5,4,4,4.0,4,4.0,4.0,4,5,4,5.0,3,4,4,4,3,4,4.0,4.0,4.0,2,3,2,2.0,2,4,3,3,4,2,2,3,3,4,4,4,3,4,3,3,2,3,3,3,4,2,4,4,3,4,2,2,3,3,3,4,4,2,3,2,4,3,3,2,3,1,1,4,2,3,2,3,4,5.0,5,5,5,4.0,4,4,4,5.0,5,4,4.0,3,5,3.0,4.0,3.0,3.0,4.0,4,4,4,4.0,5,4.0,5,4.0,4.0,5.0,4.0,4,5,4,3,3,4,5,5,5,5.0,5,4,5,3,5,5,4,2,3,4,2,653,32,0,0,0,53,0,67,0,2,54,1,0,0,10,2457,0,100,0,209,678,0,0,0,0,363,1245,502,3733,131,67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5166.0,198,2308,131.0,2143,165.0,7.0,7957.0652
83,d,3.0,3,4.0,4,2.0,3.0,3,3,4,4.0,4,4.0,4.0,4,4,4,4.0,4,3,2,3,2,3,2.0,1.0,2.0,4,4,4,4.0,4,3,2,1,2,3,3,2,1,3,3,2,1,4,4,1,2,3,2,3,4,2,3,2,3,4,3,3,3,3,3,4,3,3,3,2,2,3,4,3,2,1,1,3,1,1,1,2,3,3.0,3,4,3,3.0,4,4,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,4.0,3.0,4,3,3,3.0,4,3.0,4,3.0,3.0,4.0,3.0,4,5,4,3,2,3,4,3,3,3.0,4,3,3,2,4,4,4,3,3,3,1,197,35,0,0,0,41,0,56,0,1,0,1,1,0,0,2313,1,112,0,148,772,0,0,0,0,507,774,579,3878,142,58,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,24.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,3589.0,200,2060,142.0,1881,179.0,9.0,4235.875829
94,d,3.0,4,4.0,4,4.0,4.0,4,4,4,4.0,4,4.0,4.0,4,4,4,4.0,4,4,4,4,4,4,4.0,4.0,4.0,3,3,3,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4.0,4,4,3,4.0,4,4,4,4.0,4,4,4.0,3,4,3.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,2.0,4.0,4.0,4.0,4,4,4,4,3,4,4,3,3,3.0,4,3,4,2,4,4,4,3,4,4,4,91,17,0,0,3,21,0,47,0,0,3,0,3,0,0,2908,0,87,0,43,1485,0,0,0,0,318,765,384,3259,98,61,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3990.0,159,1626,98.0,1498,128.0,6.0,4331.715948
95,d,4.0,4,4.0,4,4.0,4.0,4,4,4,4.0,4,4.0,4.0,4,4,4,4.0,4,4,4,4,4,4,4.0,4.0,4.0,3,3,3,3.0,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,3.0,4.0,4.0,3,4,4,3,4,4,4,3,3,4.0,4,3,4,2,4,4,4,4,4,4,0,137,23,0,0,0,15,0,36,0,0,9,0,0,0,0,2184,0,74,0,1,959,0,0,0,0,334,843,444,2803,53,37,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,13.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4030.0,90,1711,53.0,1605,106.0,9.0,4715.472945
90,d,4.0,4,4.0,4,3.0,3.0,3,3,4,4.0,3,4.0,3.0,4,4,4,4.0,4,3,3,4,3,3,3.0,3.0,3.0,3,3,3,2.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4.0,4,4,4,4.0,3,4,3,4.0,4,3,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,3,4.0,4,4.0,4,3.0,4.0,4.0,3.0,3,4,4,3,4,4,5,3,3,4.0,4,4,4,2,4,4,4,3,3,4,0,139,10,0,0,0,7,0,64,0,0,0,0,0,0,0,3552,0,103,0,365,1114,0,0,0,0,182,1471,444,2018,54,49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13517.0,103,2200,54.0,1920,280.0,7.0,9677.468618
99,d,5.0,5,5.0,5,5.0,4.0,4,4,5,5.0,5,5.0,4.0,5,4,4,3.0,3,4,3,3,4,4,4.0,3.0,4.0,2,5,3,2.0,4,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,3,1,3,3,3,3,2,2,3,4.0,4,3,4,5.0,4,4,4,4.0,4,2,4.0,4,3,3.0,3.0,3.0,4.0,3.0,3,4,4,4.0,3,4.0,4,3.0,4.0,4.0,3.0,3,4,4,2,4,4,4,2,3,3.0,3,3,4,2,2,4,4,5,5,4,0,298,22,4,0,0,105,0,167,0,0,21,5,0,0,10,3896,0,211,0,195,1655,0,0,0,0,73,222,207,959,47,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5106.0,96,598,47.0,586,12.0,3.0,1195.043462
77,d,3.0,3,3.0,3,3.0,3.0,3,4,3,4.0,3,4.0,3.0,4,4,4,4.0,4,2,3,4,4,3,3.0,3.0,4.0,3,3,3,4.0,4,4,4,4,4,4,2,3,3,4,4,4,2,4,4,2,4,4,4,4,4,4,2,2,2,1,3,2,2,2,2,4,3,3,4,1,3,1,2,3,2,2,2,4,4,2,1,1,4,3.0,3,4,4,4.0,4,4,4,4.0,4,3,4.0,4,4,3.0,3.0,3.0,4.0,4.0,2,3,4,3.0,3,4.0,4,2.0,3.0,4.0,2.0,3,3,4,1,4,5,5,2,3,2.0,4,2,4,3,3,5,5,5,5,5,2,6,17,0,0,0,4,0,49,0,2,3,2,1,0,0,2688,0,74,0,7,1613,0,6,3,0,271,836,349,2368,148,66,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,2.0,18.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,3617.0,214,1670,148.0,1493,177.0,11.0,5500.884381
83,d,5.0,4,3.0,5,3.0,2.0,4,2,4,3.0,3,4.0,4.0,4,2,4,4.0,3,5,5,5,4,5,5.0,5.0,4.0,1,5,1,1.0,4,2,2,3,1,3,1,2,3,3,3,2,2,3,2,2,3,2,2,2,1,2,3,3,3,3,3,3,2,2,4,3,2,1,2,1,1,2,1,2,2,1,1,3,2,1,2,1,1,3.0,3,3,3,4.0,3,4,3,3.0,4,3,4.0,3,3,3.0,3.0,4.0,4.0,4.0,3,3,4,3.0,2,2.0,3,3.0,1.0,4.0,3.0,4,3,3,3,5,4,5,4,2,4.0,4,4,4,2,3,4,2,2,1,1,3,89,17,0,0,0,28,0,91,1,3,15,1,1,0,0,4284,1,113,0,48,2485,0,2,0,0,220,1001,330,2913,56,52,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,18.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,18.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,18685.0,108,1659,56.0,1453,206.0,10.0,6541.312138
68,d,4.0,3,4.0,3,4.0,3.0,3,3,5,5.0,4,5.0,4.0,4,4,4,4.0,4,4,4,4,4,4,4.0,4.0,4.0,3,4,4,3.0,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,3,4,3,4,3,4,4.0,3,4,3,3,4,4,4,3,4,4,0,0,6,0,0,0,10,0,77,9,0,0,0,1,0,0,2648,0,116,0,169,1433,0,0,0,0,154,374,162,1664,36,26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12309.0,62,752,36.0,689,63.0,7.0,2082.21923
81,d,4.0,3,3.0,3,3.0,3.0,4,2,4,4.0,4,4.0,4.0,4,4,2,3.0,2,3,3,4,4,3,4.0,3.0,3.0,3,4,3,3.0,3,3,3,4,3,1,4,3,1,3,3,3,2,4,2,4,3,2,2,3,3,3,3,3,4,4,2,3,3,3,4,3,2,2,2,3,2,3,4,2,1,1,1,3,2,1,2,3,4,4.0,4,4,4,5.0,4,4,3,3.0,4,3,3.0,2,4,3.0,4.0,4.0,4.0,4.0,3,3,3,4.0,3,3.0,3,3.0,4.0,4.0,3.0,4,3,3,3,3,3,3,3,3,4.0,3,4,3,2,4,4,4,3,3,3,3,0,8,0,0,0,4,0,35,0,3,0,0,0,0,0,1836,0,61,0,7,935,0,0,0,0,1,0,1,13,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,16,18,5.0,18,0.0,0.0,0.0
97,d,3.0,3,3.0,3,4.0,5.0,5,3,4,4.0,4,4.0,4.0,5,4,4,4.0,4,4,3,5,4,3,5.0,4.0,5.0,2,4,4,4.0,4,3,3,3,3,1,3,2,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,4,3,3,1,3,3,3,3,3,2,3,3.0,4,4,3,5.0,3,4,4,4.0,4,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,3,3,4,4.0,3,3.0,4,3.0,4.0,4.0,3.0,4,3,4,2,3,4,5,4,3,4.0,4,3,4,2,4,5,5,5,5,4,2,156,23,0,0,0,77,0,57,1,2,27,1,1,0,2,2022,0,108,0,764,1255,0,0,0,0,95,316,117,669,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1499.0,43,571,27.0,507,64.0,7.0,1892.528441
93,d,3.0,3,3.0,3,5.0,5.0,5,4,3,3.0,3,3.0,3.0,3,3,3,3.0,2,4,3,5,3,4,4.0,3.0,3.0,3,4,5,4.0,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,4,4,4,3,3,3,3,3,3,4.0,4,4,4,5.0,3,4,4,3.0,4,4,4.0,4,4,5.0,4.0,5.0,5.0,4.0,3,4,5,4.0,3,4.0,4,2.0,3.0,4.0,4.0,3,5,3,2,2,4,5,3,3,4.0,4,4,4,1,5,5,5,3,3,3,1,94,13,0,0,0,5,0,40,2,1,4,1,0,0,0,2565,0,69,0,28,1341,0,0,0,0,189,394,279,1039,86,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425.0,129,991,86.0,910,81.0,5.0,2409.637452
